"MOZAMBIQUE               "|1998|2746870372.9866000000
"MOZAMBIQUE               "|1997|4657797818.0251000000
"MOZAMBIQUE               "|1996|4680907763.2698000000
"MOZAMBIQUE               "|1995|4679365111.6934000000
"MOZAMBIQUE               "|1994|4650089862.9296000000
"MOZAMBIQUE               "|1993|4674781658.7232000000
"MOZAMBIQUE               "|1992|4703066893.3666000000
"PERU                     "|1998|2701947354.7482000000
"PERU                     "|1997|4623755865.6737000000
"PERU                     "|1996|4653145387.6256000000
"PERU                     "|1995|4649971644.3930000000
"PERU                     "|1994|4640145803.9750000000
"PERU                     "|1993|4630471111.0602000000
"PERU                     "|1992|4629977353.5552000000
"ROMANIA                  "|1998|2730185251.6769000000
"ROMANIA                  "|1997|4662919818.6774000000
"ROMANIA                  "|1996|4692623447.6039000000
"ROMANIA                  "|1995|4683093538.1776000000
"ROMANIA                  "|1994|4656908200.8979000000
"ROMANIA                  "|1993|4673109064.6419000000
"ROMANIA                  "|1992|4659501236.8597000000
"RUSSIA                   "|1998|2738455915.5436000000
"RUSSIA                   "|1997|4701455238.0605000000
"RUSSIA                   "|1996|4694648504.0344000000
"RUSSIA                   "|1995|4674020866.8064000000
"RUSSIA                   "|1994|4687989534.5975000000
"RUSSIA                   "|1993|4680591337.8529000000
"RUSSIA                   "|1992|4684865871.5704000000
"SAUDI ARABIA             "|1998|2722192493.2115000000
"SAUDI ARABIA             "|1997|4646872112.0183000000
"SAUDI ARABIA             "|1996|4679097125.4999000000
"SAUDI ARABIA             "|1995|4659365308.2421000000
"SAUDI ARABIA             "|1994|4668096847.3099000000
"SAUDI ARABIA             "|1993|4647885741.9225000000
"SAUDI ARABIA             "|1992|4665645732.0885000000
"UNITED KINGDOM           "|1998|2757252921.4935000000
"UNITED KINGDOM           "|1997|4687915843.3827000000
"UNITED KINGDOM           "|1996|4725596237.9521000000
"UNITED KINGDOM           "|1995|4692146767.0496000000
"UNITED KINGDOM           "|1994|4717398081.8118000000
"UNITED KINGDOM           "|1993|4694183885.2941000000
"UNITED KINGDOM           "|1992|4722609721.7765000000
"UNITED STATES            "|1998|2744344335.0383000000
"UNITED STATES            "|1997|4652698592.5866000000
"UNITED STATES            "|1996|4670553955.7057000000
"UNITED STATES            "|1995|4659218769.7598000000
"UNITED STATES            "|1994|4671044724.0807000000
"UNITED STATES            "|1993|4680519402.4766000000
"UNITED STATES            "|1992|4707714157.3208000000
"VIETNAM                  "|1998|2741387136.2468000000
"VIETNAM                  "|1997|4661928954.8541000000
"VIETNAM                  "|1996|4690535970.8003000000
"VIETNAM                  "|1995|4692078285.1287000000
"VIETNAM                  "|1994|4705541885.2493000000
"VIETNAM                  "|1993|4708733491.5609000000
"VIETNAM                  "|1992|4681498238.7580000000
